Crash_ID,Damaged_Property
12233058,PEDESTRIAN LIGHT POLE
12233064,LARGE EXIT ADVISORY SIGN/POSTS
12233089,ONE-WAY STREET SIGN
12233089,IRRIGATION SPRINKLER COVER
12233096,WRONG WAY SIGN
12233180,CENTER CONCRETE MEDIAN
12233188,METAL GUARDRAIL
12233207,WOODEN POLE
12233240,PLASTIC TRASH CAN
12238448,STREET NAME SIGN (VISTA DEL SOL AND TRAC
12238449,DIRECTIONAL SIGN/EXIT 27 SIGN
12238449,LIGHT POLE #14381
12238477,20FT FENCE
12238517,APPROXIMATELY 70FT CHAIN LINK FENCE
12240417,EXIT SIGN
12240456,SLIDING METAL GATE
12240485,FRONT YARD LANDSCAPING
12240487,GAS METER
12240584,LIGHT POLE
12240595,1 GUARD RAIL W/YELLOW SIGN
12242089,GAS STATION STAND COLUMN
12242121,SMALL GREY TELEPHONE UTILITY BOX
12242121,STOP SIGN
12242126,1000 GALLON CONCRETE SEPTIC TANK
12242126,1000 GALLON CONCRETE SEPTIC TANK
12242264,CHAIN LINK FENCE AND ALUMINUM POLL
12243768,ROCK WALL 6' X7'
12243906,MAIL BOX
12248740,STOP SIGN
12250390,WINDOW TO VEHICLE (VEHICLE PARTS)
12250390,CINDER BLOCK WALL
12251808,UTILITY POLE
12257544,EXIT SIGN
12257549,30 FT GUARD FENCE
12257590,ONE ROCK WALL
12257606,ELECTRIC POLE
12257927,CHAIN LINK FENCE
12258465,STOP SIGN
12258465,SMALL GREY TELEPHONE UTILITY BOX
12266311,CONCRETE BARRIER
12266338,GOLD REARVIEW MIRROR LEFT DOOR SUSPECT V
12266360,10 FT GUARD RAIL
12266361,METAL GUARD RAIL-APPROX 20' IN LENGTH
12266364,YIELD SIGN
12266369,GUARDRAIL 30 FT
12266375,LIGHT POLE
12266702,CURVE WARNING SIGN
12266702,30 FT SECTION OF CHAIN LINK FENCE
12266713,GATE POLE
12266720,GAS MEATER
12267862,GAS METER
12267862,40 FEET OF CHAIN LINK FENCE
12267879,RAILROAD ARM
12271219,ROCK/BRICK PLANTER
12271267,BOULDERS AND ROCK LANDSCAPE
12271354,GUARDRAIL 15 FT
12271635,50 FEET OF STEEL GUARD RAIL
12274102,TWO EIGHT FOOT WOODEN POLES
12274102,50 FEET OF STEEL PANELS FOR CATTLE GUARD
12274843,GUARDRAIL
12274890,ROCK WALL
12274905,BIKE BENCH
12274907,METAL TENTION WIRE AND POST
12276155,GAS METER
12276617,RAIL ROAD CROSSING ARM
12280621,STOP SIGN
12280629,FLAG STONE LANDSCAPE
12280629,LIGHT POLE
12280639,ROCK WALL
12280640,ROCKWALL
12281473,BRICK PLANTER
12281487,DO NOT CROSS SIGN
12281527,EXTRUDER TERMINAL
12281527,WOOD POST
12281911,CHAIN FENCE W/ ELEXTRICAL BOX
12281986,FENCE
12282057,AN INFORMATION SIGN
12282171,CABLE BOX
12282171,ORANGE BRICK MAIL BOX
12285149,"OVERHEAD ELECTRICAL LINES (300FT), 5X P"
12285708,CABLE BOX
12285780,TRAFFIC SIGNAL POLE (LEFT GREEN ARROW)
12285867,3 DIVIDER POSTS AND CABLE
12295000,GUARD RAILING
12295523,EL PASO ELECTRIC WOOD POLE
12295535,4 FOOT YELLOW POST
12295857,LANDSCAPE
12295917,2-BUSHES/1-MAILBOX/1-LIGHT
12295917,1-MAILBOX
12295943,MAIL BOX MADE OF ROCK WALL
12295970,IRON FENCE POST
12296165,4 STEEL/CEMENT FILLED POLES
12296188,TURN SIGNAL POLE
12297316,ROCK WALL
12305237,50 FEET OF CHAIN LINK FENCE
12310639,PEDESTRIAN SIGN
12310639,IRON FENCE
12310640,TANGENT SECTION $35 PER FOOT
12311316,BRICK WALL
12311331,LARGE GUIDE SIGN
12311338,WHITE BRICK MAIL BOX
12317548,STOP SIGN
12318079,LANDSCAPE-BRICKS
12318079,LANDSCAPE-TREE/BUSH
12318110,CHAIN LINK FENCE
12320999,EXTRUDER TERMINAL
12321002,FLASHING BEACON SYSTEM
12321009,SMALL CONCRETE WALL
12322972,STEEL MODULAR
12323084,BRICK MAILBOX
12323141,ROCK WALL AND WROUGHT IRON
12323236,2-COMMERCIAL WINDOWS
12328676,STOP SIGN
12328929,STOP SIGN
12329116,BUILDING
12329118,GUARD RAIL
12344840,CHAIN LINK FENCE AND ALUMINUM POLL
12345722,BRICK WALL/SHEET ROCK
12345730,MAGUEY PLANT
12345730,4' PVC PIPE CLEANOUT
12353410,METAL GUARDRAIL
12353410,ROCK WALL
12353535,8 FOOT CHAIN LINK FENCE GATE
12365903,3X4 SIGN
12366890,5 FEET OF 4 FOOT CHAIN LINK FENCE
12366890,4 FEET OF ROCK WALL
12366893,8 CABLE BARRIER POST(S)
12368171,STEEL SUPPORT POLES
12369349,GREEN CABLE BOX
12369397,GAS METER
12369449,20 FT CHAIN FENCE
12371405,MAILBOX WITH METAL POLE
12371459,STONE BRICK BUSINESS SIGN
12371484,BRUSHES
12371524,FENCE
12371525,ROCK WALL
12371723,RESIDENTIAL PHONE LINE
12371774,MAIL BOX
12371774,CABLE BOX
12374215,STOP SIGN ALONG WITH THE POLE
12374232,6-STEEL GAURDRAIL POSTS
12374232,30 FEET GUARDRAIL
12374233,YIELD SIGN
12374234,IRON GATE
12374234,CONCRETE WALL
12374247,STREET SIGN (LEFT TURN)
12374258,WROUGHT IRON GATE
12374513,POSTED CABLES
12374613,GUARDRAIL
12377442,CHAIN LINK FENCE
12377556,CHAIN LINK FENCE
12377757,TXDOT YIELD SIGN
12377759,2 FT OF GUARD RAIL CHAIN LINK FENCE
12377760,GUARD RAIL
12377761,DELINEATOR MARKER (1)
12377761,LINE POSTS (3)
12380598,WOODEN LIGHT POLE
12380974,"CHAIN LINK FENCE 20"""
12381013,GUARD RAIL
12381070,ROCK WALL
12381070,WROUGHT IRON GATE
12381118,EXIT SIGN
12383871,ROCK LANDSCAPING
12383919,CHAIN LINK FENCE
12396739,3 POLES/CABLE BARRIER SYSTEM
12399355,CINDER BLOCK FENCE/WROUGHT IRON GATE
12406829,CHAIN LINKED FENCE GATE
12406829,LAMP POST
12406895,METAL GUARD RAIL
12407082,STANDARD STEEL STRAIGHT LIGHT POLE
12407082,POWER POLE FOR TRAFFIC SIGNALS
12409893,STOP SIGN AND STREET SIGNS TO LISTED STR
12414553,BRICK WALL/SHEET ROCK
12416678,EXIT SIGN
12416680,IRON FENCE GATE
12416684,CITY TRASH CONTAINER
12419258,FIRE HYDRANT
12419788,EDGE TO TURNAROUND
12424630,CONTROL CABINET BOX
12424630,NO PARKING SIGN
12424731,ROCK WALL 5 FT/TREE
12424773,CONCRETE BARRIER
12424835,CHAIN LINK FENSE
12427465,CABLE SUPPORT FOR CABLE RETENTION SYSTEM
12428824,20 FEET OF METAL GUARD RAIL
12428827,TELEPHONE POLE
12430310,BARB WIRE FENCE
12430317,GUARDRAIL
12430335,GUARD RAIL
12430336,ADHESIVE SPRAY W/5 GALLON BUCKET
12430378,GUTTER
12430378,WROUGHT IRON SECURITY WINDOW BARS
12430384,BRICK MAIL BOX
12436060,ROCK WALL/TREE
12436063,EXIT SIGN
12436064,21 FEET OF METAL AND WOOD BARRIER
12436392,TRAFFIC LIGHT
12436438,ANCHOR SECTION POST
12437979,SPAN WIRE 20 FT INCLUDED METAL POST
12440827,CONCRETE BARRIER
12440841,CONCRETE BARRIER
12441816,GAS METER
12473621,CONCRETE WALL
12473621,CONCRETE BARRIER
12473722,METAL RAIL
12473757,25 FEET OF CHAINLINK FENCE
12473759,EXIT SIGN
12473828,SPEED SIGN/CHAIN LINK FENCE
12473851,WRONG WAY SIGN
12474703,WARNING ARROW SIGN
12474704,GUARD RAIL
12474742,MAILBOX
12475017,WOODEN FENCE
12475260,WOODEN POST AT THE GUARD RAIL
12477948,STOP SIGN
12477958,METAL SCHOOL ZONE SIGN (ELECTRICAL)
12477963,FINES DOUBLE SIGN
12477999,ROCK WALL
12477999,25 GALLON MULBERRY TREE
12478024,CABLE BARRIER SYSTEM
12478085,LUMINAIRE
12478534,GAS METER
12478544,NATURAL GAS METER
12478546,FENCE
12480163,GUARDRAIL
12480166,CHAIN LINK FENCE
12480166,MAILBOX
12484536,GUARED RAIL
12484701,BRICK MAIL BOX
12490022,FIRE HYDRANT STEM
12491399,FENCE
12492543,PEDESTRIAN SIGNAL
12493497,CHAIN LIKED FENCE
12493499,RESIDENCE WALL
12496628,SMALL SIGN
12496629,2006 MERDIEAN MOD 341 OPEN WATER BOAT
12498009,ELECTRIC UTILITY POLE
12498046,5 FEET OF 4 FOOT CHAIN LINK FENCE
12498046,4 FEET OF ROCK WALL
12499779,STREET SIGN
12501047,ROCKWALL
12501066,CABLE BARRIER SYSTEM
12501073,GUARDRAIL
12510244,GAS METTER
12511343,STOP SIGN
12513097,GUARD RAIL
12513097,WOODEN POST
12513413,BUSH
12513413,METAL MIAL BOX/CEMENT
12515278,CONCRETE BARRIER
12515400,40 TO 45 FEET OF ROCK-WALL DAMAGE
12517811,2 SMALL TREES AT 2004 ROBERT WYNN
12517811,MAILBOX AT 2000 ROBERT WYNN
12517819,STREET SIGNS
12517824,CABLE LINE POST
12517824,CABLE BARRIER
12518884,ELECTRICAL POWER DISTRIBUTION BOX
12522129,CHAIN LINK FENCE
12522132,20 FT OF GUARD RAIL
12522214,GAS METER SER#073858851
12522227,STEEL POLE FENCE (12'X3')
12522229,YUCA TREE
12522252,ROCK WALL
12522256,STOP SIGN
12531930,THREE SUPPORT BEAMS
12533710,TELEPHONE WIRE
12533710,ELECTRICAL WIRE
12535193,3 TRAFFIC CONES
12535368,TREE
12536816,ROCK WALL
12536877,GUARDRAIL
12540765,GUARDRAIL
12540806,3'X2' ENTRANCE DRIVE THROUGH SIGN
12540838,GAS METER/GAS METER LINES
12543315,CHAIN LIKED FENCE
12543317,GUARD RAIL
12543858,GAS PIPING
12544981,ROCK STUCCO/CEMENT WALL.
12545038,CONCRETE BARRIERS
12545062,EL PASO ELECTRIC ELECTRICAL BOX #37187
12545063,ONE WAY STREET SIGN
12545109,ROCK WALL
12548274,STREET SIGN
12548303,MAIL BOX
12548305,ROCK WALL
12548326,CEMENT BARRIER
12548878,BARBED WIRE FENCE
12550120,"40 FT GUARD RAIL, 2 WOOD/2 STEEL POST"
12550133,SIGNAL LIGHT
12554834,EXTRUDER TERMINAL
12554838,STOP SIGN
12554873,CHAIN LINK FENCE
12558033,(2) 30 FT CENTER LINE CONCRETE TRAFFIC B
12558060,CHAIN LINK FENCE
12558687,LIGHT POLE
12558688,10 FT GUARDRAIL
12558688,EXIT SIGN
12558689,TREE
12560109,DO NOT ENTER SIGN
12560822,30FT OF CHAIN LINK FENCE
12561921,METAL GUARD RAIL 2 FOOT OF DAMAGE
12561922,1 BENCH
12561922,1 TRAFFIC SIGNAL
12561928,CABLE BARRIER SYSTEM-LINE POST
12561928,CABLE BARRIER SYSTEM-LINE POST
12562343,CABLE BARRIER SYSTEM
12563376,FENCE
12568461,PEDESTRIAN CONTROL DEVICE
12568468,BUILDING WALL
12568468,2 STOP SIGNS
12568479,BRICKWALL
12568665,BRICK MAIL BOX
12568760,TURN DOWN END OF GUARDRAIL
12568760,23A EXIT SIGN
12568825,METAL GUARD RAIL
12568864,"SIGNS(ONE WAY, DO NOT ENTER)"
12568886,RETAINING SYSTEM
12568891,BRICK MAILBOX
12572832,CENTER LEFT TURN LANE SIGNAL LIGHT POST
12573459,CHAIN LINK FENCE AND POLES
12573521,CABLE BOX
12573521,BUS BENCH
12573548,BRICK MAILBOX
12580012,POLE
12580014,SMALL STREET SIGN
12580037,ROCK WALL
12580179,PINE TREE
12581786,DECORATIVE ROCK WALL
12584439,OBJECT MARKER
12584475,GAS METER
12585715,APPROXIMATELY 50 FEET OF CHAIN LINK FENC
12586927,5 CRASH CUSHION STEEL DRUM
12586959,TRAFFIC DIRECTIONAL SIGN
12596015,GUARD RAIL
12596019,ROCKWALL
12596025,STREET LIGHT POLE/REPLACEMENT
12596097,STOP SIGN
12596117,ROCK WALL SURROUNDING TREE IN FRONT YARD
12596117,CHAIN LINK FENCE
12596177,TREE
12596246,ROCK WALL
12598866,HIGHWAY CABLE DIVIDER
12598905,CRICKET CELL PHONE MARQUIS SIGN
12603105,FENCE
12603227,BUS STOP SIGN
12603227,NO PARKING SIGN
12603785,SHED
12603785,ROCK WALL
12603803,30 FT SECTION OF CHAIN LINK FENCE
12603832,ROCK WALL/IRON FENCE
12603874,GARAGE DOOR
12603896,GURADRAIL-10 FT
12605997,CHAIN LINK FENCE
12610477,ROCK WALL
12610477,WATER HYDRANT
12615475,HORIZON MUNICIPAL SIGN
12616322,12 FOOT LENGTH X 2 FOOT ROCK WALL
12616330,TRAFFIC SIGNAL HEAD
12616367,50 OF GUARD RAIL WITH WOODEN POSTS
12616393,NO PARKING SIGN #S0070090
12616437,ROCK WALL AND TREE
12617213,CONSTRUCTION SIGN
12620656,IRON FENCE
12620656,MAIL BOX/ROCK WALL TYPE
12620657,CHAIN LINK FENCE
12620755,GUARD RAIL APPROXIMATELY 54 FEET
12623727,FENCE
12623737,TEXAS GAS SERVICE METER
12624837,20 FT. ALUMINUM LIGHT POLE
12624840,METAL POLES CEMENTEDE INTO THE PAVEMENT
12624870,BLACK DOUBLE WIDE GATE
12626364,CHAIN LINK FENCE
12626367,LIGHT POLE
12626375,WIRE GUARD RAIL
12626405,TREE
12627996,ONE WOOD LIGHT POLE
12628051,LIGHT POLE
12628051,TRAILER HOME
12628051,ELECTRICAL BOX
12628081,CACTUS PLANT
12628081,PALM TREE
12628084,SHRUBS
12629026,STREET SIGN
12629026,ROCK WALL
12632990,WRONG WAY STREET SIGN
12632990,STREET LIGHT WITH POLE
12633132,3 WOODEN POLES
12633149,FRONT YARD GATES
12633487,VEHICLE
12637139,LARGE GUIDE SIGN
12637538,CHAIN LINK FENCE
12637566,CENTER MEDIAN
12637573,STOP SIGN
12637601,BUSH
12637601,ROCKWALL
12637621,3-FOUR FOOT POLES
12637760,BLUE SERVICE SIGN AND CONCRETE BARRIER
12637760,BARRELS AND WOODEN DETOUR SIGN
12641583,CHAIN LINK FENCE
12641597,15 FT. OF METAL GUARDRAIL
12641661,GUARDRAIL
12641673,ROCK WALL IN FRONT OF 6500 BYRON
12644205,GAS METER
12644253,WARNING SIGN
12653709,WOODEN CHEST/TELEVISION/STEREO SPEAKERS
12653711,ROCK WALL
12653717,20 FEET OF FENCE
12654805,DECORATIVE BRUSH PLANTS
12654805,CABLE BOX
12654865,MULTIPLE TRAFIC CONTROL SIGNS
12658450,FENCE GATE DOOR
12659428,CHAIN LINKED FENCE
12660681,CONCRETE BARRIER
12664720,GUARD RAIL
12665947,ROCK WALL
12665960,TREES
12665968,GUARD RAIL
12665990,SHRUB
12666011,ROCK WALL AND WROUGHT IRON FENCE
12667508,GATE
12669570,LIGHT POLE
12669570,GAURD RAIL
12674547,SIGNAL HEAD
12676647,GAS METER
12676676,ROCK WALL
12680095,MAIL BOX
12680095,MESQUITE TREES
12681443,METAL FENCING
12681458,METAL AND SHEET METAL CANOPY
12681580,ROCK WALL
12684552,ROCK PILLAR WITH LAMP
12684569,TX DOT ROCK WALL
12684570,CHAIN LINK FENCE
12690494,EXTRUDER TERMINAL
12690494,WOOD POSTS
12690495,BARBWIRE FENCE AND POSTS
12690510,20 FEET OF GUARD RAIL
12692372,ROCK/CEMENT WALL
12696275,BRICK MAIL BOX
12696296,25 FT SECTION OF ROCK WALL
12696314,FENCE
12696323,TELEPHONE BOXES
12696325,FLASHING POSTED SIGN
12696331,20 FEET OF GUARDRAIL
12696333,GAURD RAIL
12696333,6 GAURD RAIL POSTS
12696356,STREET LAMP #CL7104
12696384,LARGE GUIDE SIGN
12696412,CABLE BOX
12696423,GUARD FENCE (35$ PER FOOT)
12696446,ROCK WALL
12696477,CHAIN LINK FENCE
12696497,NO PARKING SIGN
12699424,ROLL UP DOOR 10'X15'
12700086,20' CHAIN LINK FENCE
12700344,ROCK WALL
12700385,GUARD RAIL
12700497,ROCK WALL
12700509,AT&T METAL BOX
12718337,50 FT OF TRI-WIRE BARRIER
12718347,"BLACK ""AVENTIS"" PROPANE GRILL"
12718347,LARGE WOODEN PATIO
12718745,FENCE
12718811,PORTABLE ALUMINUM CAR PORT
12718844,NONE
12718854,ROCK WALL W/ WROUGHT IRON FENCE
12718873,METAL FENCE/GUARD RAIL
12718920,EPWU WATER METER AND COVER
12718925,MAIL BOX
12723291,GAS METER
12723303,GATE TO FRONT PORCH
12723308,WOODEN FENCE
12723321,GARAGE DOOR
12723648,METAL AND SHEET METAL CANOPY
12726058,ROCK WALL
12726058,GAS METER
12726070,FENCE
12726100,ONE-WAY TRAFFIC SIGN
12726164,LUMINAIRE LIGHT POLE
12726182,CHAIN LINK FENCE
12726238,ELECTRIIC POLE GROUND WIRE
12726613,10 FT GAURD FENCE
12726615,GARAGE DOOR
12726787,CHAIN LINK FENCE WITH POLES
12728097,45 FT POLE
12728201,FRONT WALL OF APARTMENT
12728736,HEDGES
12728804,NATURAL GAS LINE
12728811,STEEL MODULAR BARREL
12731277,GUIDE WIRE
12732547,CABLE BARRIER SYSTEM
12735606,CHAIN LINK FENCE
12735606,MOBILE HOME TRAILER
12742092,STOP SIGN
12742701,BRICK MAILBOX
12742780,EXIT SIGN MILEMARKER 24
12743396,GUARDRAIL
12743396,DOUBLE LIGHT POLE
12747590,CINDER BLOCK WALL
12747649,GATE/FENCE
12747651,GARD FENCE
12747714,TRAFFIC EXIT 22 SIGN
12748407,GARAGE DOOR FRAME
12748622,1 FOOT HIGH ROCK WALL
12748622,LARGE BUSH
12748624,CABLE BOX
12748624,ROCK WALL
12748640,"GUARDRAIL, NINE WOOD POSTS"
12748654,"2 SIGNS, ROCK WALL, LAMP LIGHT"
12748679,OCTOTILLO BUSH
12748744,3 FOOT TALL ROCKWALL
12752624,HANDICAPPED SIGN
12752680,DRIVE THRU ROOF
12752783,5 FT TALL CHAIN LINK FENCE
12752783,6 FT TALL ROCK WALL
12753124,FENCE AND ROCK WALL
12753559,3 PALM TREES
12753631,STREET SGIN
12754253,CHAIN LIINK FENCE
12754291,SIGNAL LIGHT POLE
12754304,ROCK WITH WALL WITH IRON FENCE AND POLE
12754431,EXTRUDER TERMINAL
12754431,CONCRETE BARRIER
12754438,STEEL GUARD RAILS
12765338,ROCK WALL
12765388,TREES
12766602,PEDESTRIAN SIGNAL
12766602,PEDESTRIAN SIGNAL
12766676,CABLE BARRIER SYSTEM
12766676,ANCHOR SECTION POST
12766761,GUARDRAIL
12766792,SAFE GUARD BARRIER
12766899,CHAIN LINK FENCE (50 FEET)
12766906,OVERHEAD LIGHT ATTACHED TOP LIGHT POLE L
12767580,FENCE
12767632,BRICK WALL AND TABLE
12767789,DAMAGED FENCE
12772825,STOP SIGN
12778198,STOP SIGN
12778445,OUTDOOR GAS METER
12778717,15 FEET OF CHAINK LINK FENCE AND POLE(S)
12779238,20FEET OF CHAIN LINK FENCE/DOORS
12779559,CABLE BARRIER SYSTEM (11 POSTS)
12781751,CHAIN LINK FENCE
12781751,CEMENT LIGHT FIXTURE
12784670,30 FT TREE
12791208,GUARDRAIL
12791274,LIGHT POLE
12795945,STOP SIGN & PRIVATE RR CROSSING SIGN
12796521,CARPORT
12796538,50 FT. OF HIGH CHAIN LINK FENCE
12796538,50 FT. CINDER BLOCK WALL
12796544,SIGN
12796548,FENCE POLE
12796758,5 FEET OF FENCE
12798319,ALUMINUM GUARDRAIL
12798360,STEEL MODULAR CRUSH CUSHION
12798403,YIELD SIGN
12798421,GUARD RAIL
12800960,CABLE WIRE FENCE
12801376,SURROUNDING WOODEN FENCE W/GATE
12801376,2 REFRIGERATED AIR CONDITIONING UNITS
12803542,20 FT OF WIRE CABLE DIVIDER
12803658,8 WOODEN POLES
12803658,30 FT METAL GUARD RAIL
12804098,STREET SIGN
12804132,GUARDRAIL
12804167,CENTER CABLE DIVIDER
12807118,6 WOOD POSTS
12807118,25 FT GUARD RAIL FENCE
12807157,YELLOW PLASTIC BARRIER WALL/CRASH CUSHIO
12807210,10 FOOT LONG CHAIN LINK FENCE GATES
12811773,MAILBOX
12811782,ROCK WALL
12811783,BUILDING
12811803,GUARD RAIL/POSTS
12811815,CHAIN LINK FENCE
12818645,3 POLES THAT HOLD CABLES
12819469,STREET LIGHT POLE
12832811,TANGENT SECTION/GUARD RAIL 24 FEET
12832911,TRAILER HOME
12832911,ROCK WALL
12832916,CONCRETE CENTER DIVIDER
12832924,3 FOOT METAL POST
12833086,WOOD BARRIER POLES (6)
12833102,FENCE
12833389,WROUGHT IRON FENCE
12833409,TREE
12833409,TREE TRUNK METAL FENCE
12833515,70' OF METAL CABLE X3
12833515,EIGHT METAL POSTS
12833530,CHAIN LINK FENCE
12833570,TANGENT SECTION (10 FEET)
12833574,MAILBOX
12833587,"MAILBOX, METAL POST & CONCRETE BASE"
12833607,FENCE/WALL
12833610,DOT TRAFFIC WARNING SIGN
12837508,FENCE POLE
12841019,15FT METAL GUARD RAIL
12841901,ROCKWALL
12843691,ROCK COLUMN
12843694,WOODEN UTILITY POLE
12845988,CHAIN LINK FENCE
12854159,ROCK WALL
12854202,LANDSCAPING
12854233,WROUGHT IRON FENCE/MAILBOX 8'
12854814,TRAFFIC LIGHT
12855309,ROCK WALL
12855314,ROCKWALL/ WROUGHT IRON
12855315,CHAIN LINK FENCE
12855600,40 FT SECTION OF YELLOW SOFT CRASH CUSHI
12855610,WALL SIDE OF THE HOUSE/GAS METER
12856556,CHAIN LINK FENCE
12856607,CONCRETE BARRIER
12865809,CHAIN LINK FENCE
12868617,METAL BOLLARD
12873571,CROSSWALK SIGNAL
12873914,TOW DOLLY
12873921,CRASH CUSION
12873924,REAR ROCKWALL
12873929,DENT ON GUARD RAIL
12873958,WROUGHT IRON GATE
12873965,GAS METER
12873998,GUARDRAIL 15+ FEET
12873998,VERTICAL STEEL POLES
12874009,RAISED CONCRETE BARRIER
12874647,3 FOOT POLE BARRIER
12877016,CHAIN LINK FENCE
12877048,40 FEET OF CHAIN LINK FENCE
12881710,FENCE
12881710,LIGHT POLE
12881744,BACK FLOW COVER
12882012,FENCE
12882672,DO NOT ENTER SIGN
12885311,DIAMOND PLATED SHEET METAL DOOR
12885333,TRAFFIC CONTROL SIGN
12885340,ROCK WALL
12886094,FUEL PUMP
12886094,STEEP FUEL PUMP PROTECTION POLE
12896363,SCHOOL CROSSING SIGN
12896363,NO PARKING SIGN
12896402,LIGHT POLE
12896436,TENSION WIRE
12896442,FENCE
12897347,BRICK MAILBOX
12897411,2 PALM TREES
12897411,NO PARKING SIGN
12897412,GAS METER
12897416,CRASH BARRIER
12897422,GUARD RAIL
12900498,5' TREE
12900498,RESIDENCE MAILBOX
12904768,MAILBOX
12909820,ORANGE BARREL
12912084,YIELD SIGN 20MPH
12912084,ELECTRICAL POLE
12912093,CHAIN LINK FENCE
12914554,STREET LIGHT STANDARD POST
12914564,WALL OF HOUSE
12914662,STREET SIGN
12914671,BARRICADE
12914932,DOOR
12914932,72 IN X 80 IN BAY WINDOW
12914932,"FENCE, STONE WITH WROUGH IRON 20 FT SECT"
12914932,"2 SMALLER WINDOW, 30 X 40"
12927359,STONE WALL 10 FT LENGTH
12927381,LANDSCAPING
12927395,ROCK WALL
12928252,CEMENT BARRIER
12928339,WIRE FENCING
12928358,ROCK WALL
12928386,NO PARKING SIGN
12928386,CENTER LANE ONLY SIGN
12930896,160 FT OF CHICKEN WIRE
12930896,WOODEN POST 1X8 FT X2
12934568,GAS PUMPS
12934570,CHAIN LINK FENCE
12936149,YELLOW CONCRETE POLE
12937304,FRONT ENTRANCE WALL
12938812,10 FEET OF CHAINLINK FENCE
12938812,15 FEET OF PANELS
12938855,CROSSWALK SIGN
12938855,LIGHT POLE
12938856,72 IN X 80 IN BAY WINDOW
12938856,"FENCE, STONE WITH WROUGH IRON 20FT SECT"
12938856,DOOR
12938856,"2 SMALLER WINDOW, 30 X 40"
12938942,STEEL CABLE (TXDOT)
12941160,GAS METER
12941807,SIX GUARD FENEC
12941807,17 STEEL POST
12941857,BRICK/ROD IRON FENCE
12941875,ROCK WALL
12941876,16/EXIT SIGN
12941887,STEEL MODULAR
12941915,GARAGE BACK LEFT CORNER WALL
12943028,ELECTRICAL POLE AND ELECTRICAL WIRE
12943030,VERTICAL PANEL
12943422,METAL GUARD RAIL
12943431,ROCK WALL
12943471,YIELD SIGN WITH POLL
12949135,CHAIN LINK FENCE
12958317,40 FEET OF CHAIN LINK FENCE
12958321,FENCE/WALL
12958324,ROCK COLUMN
12958884,30 FEET OF CHAIN LINK FENCE
12958909,WOODEN LIGHT POLE
12958912,3 TELEPHONE UTILITY BOX/POLE
12959404,GARAGE DOOR
12959420,MAIL BOX
12960133,MAILBOX SET IN ROCK
12960159,GUARDRAIL AT MM19A 50 FT PLUS EXTRUDER T
12960187,FENCE
12960484,UNDERGROUND ELECTRICAL BOX
12960487,2 FEET
12961213,TREE
12961216,STOP SIGN
12961231,FIRE HYDRANT
12964155,GUARDRAIL
12974142,MAST ARM
12974142,METAL STREET LIGHT POLE
12974367,YIELD SIGN AND POLE
12974392,GUARDRAIL W/WOOD PYLONS
12974400,WIRE FENCE
12977042,YELLOW 3M SIGNAL LIGHT
12978377,METAL ROAD BARRIER
12982136,CHAIN LINK FENCE
12982138,160 FT OF CHICKEN WIRE
12982138,WOODEN POST 1X8 FT X2
12982140,5 METAL FENCE POLES
12982140,SPEED LIMIT SIGN
12987826,"CHAIN LINKED FENCE, PALLETS, CABLE LINE"
12987863,TRASH CANS
12987885,WOODEN UTILITY POLE ELECTRIC
12988159,FAST TRAK GAS STATION
12999731,TRAFFIC CONTROL SIGNAL
12999733,50 FT. OF 6 FT HIGH CHAIN LINK FENCE
12999733,50 FT CINDER BLOCK WALL
13000544,ROCK WALL
13000667,MOTOR BANK CANOPY
13000856,SCUPTURE MAILBOX
13000878,10 FEET LONG FENCE
13000878,8 FOOT POLE
13000881,TRAFFIC SPEED SIGN
13001003,STEEL GUARD RAIL
13001061,GUARDRAIL
13002205,TREE/BOULDER
13002286,METAL POLE
13002353,20 FT STEEL CHAIN LINK FENCE
13002623,GUARDRAIL
13002644,BRIDGE WALL
13002650,LINE POST
13002653,BUS STOP SIGN AND POST
13013969,CHAIN LINK FENCE
13017052,30 FEET OF CHAIN LINK FENCE
13017062,ROCK WALL
13017071,40 FT OF CHAINLINK FENCE
13021502,IRON GATE
13021510,STUCCO/BRICK ROCK WALL
13021919,GUARD RAIL
13022104,MATURE TREE
13022104,LANDSCAPING
13022307,FIRE HYDRANT
13022308,CHAIN LINK FENCE
13022622,LIGHT POLE (METAL)
13025240,WROUGHT IRON GATE
13025240,MAIL BOX
13026000,GAS METER AND GAS SERVICE LINE
13027217,CONCRETE BRIDGE STRUCTURE
13036607,GUARDRAIL
13038262,GUARDRAIL
13038378,TWO METAL REFLECTION SIGNS
13040656,FENCE
13041358,AIR CONDITIONER
13042603,GAS METER
13045996,GUARD RAIL
13046638,HOUSE/GARAGE DOOR
13046643,BICYCLE
13046756,GAS METER
13047228,15 FT WOOD SIGN
13048495,SILVER FIRE HYDRANT
13048759,POSTED SIGN
13058121,TREE
13058320,20 FT GUARD RAIL
13058322,FIRE HYDRANT
13061306,POST AND CABLE SYSTEM
13065820,PALM TREE
13069014,PETRO LUBE
13071682,FENCE AND ROCK WALL
13071682,ROCK WALL AND FENCE
13073871,PALM TREE
13076029,STOP SIGN
13078219,CHAIN LINK FENCE
13078220,2-4' TALL CHAINLINK FENCES/10'X4' LENGTH
13081619,1 YEAR OLD SHAR-PEI DOG
13081745,GUARDRAIL
13085796,FUEL ISLAND
13086958,WOODEN UTILITY POLE
13086958,30 FT SECTION OF CHAIN LINK FENCE
